name,latitude,longitude,is_similar
lktgfttfCySMxNH,12.95029012,77.47229422,0
NuZAxhBqhEUnOGF,12.91959743,77.50935549,0
btAXFwUPOGnxKzQ,13.00755537,77.5414802,0
zSkLCDpFUFnxKP,13.03522995,77.7379308,1
vzSkLCDpFUFnxKP,13.03542294,77.73705669,1
pkeKRqXRKmIfsLx,12.99577885,77.58939996,0
zGvhEHTjdDcyyB,13.01060746,77.73765355,1
zGvhEHTjdDcyYyB,13.01114021,77.73864154,1
KWUSRUJkAPquOSV,13.0194381,77.63325611,0
tDKVyRnJmcQfDMu,13.01978301,77.44690113,0
jqVzfhXNBXoRCgH,13.09590157,77.65773638,0
DZUhojBePAHVmBw,12.99847566,77.73455548,0
NlTJhSUFhXpFPUc,12.97506714,77.6158499,0
hiuYGTuxcINJqxI,12.99884381,77.6115031,0
gchdcRLBoCsnGiA,12.93901604,77.5021767,0
ClpyuMxxYWoyyS,12.93550392,77.71327952,1
ClpyuMxxYWoyxyS,12.93637711,77.7131697,1
StZVLtCUuHPleCo,12.88459933,77.72743307,0
BeONVlVfvJLadkRs,12.93580794,77.52516617,1
BeONVlVfvJLadkR,12.9364525,77.52515461,1
mYiLwdVmxBLyiiW,13.05908013,77.52602889,0
fiHsmFpLVDLEbsk,13.0070516,77.67357079,0
pkluWBKBtymOwqq,12.87358404,77.53442916,0
uYOrfyLSfiLlvEC,12.98301598,77.47117798,0
WDlclfvhzoApNn,12.99398274,77.64602126,1
SWDlclfvhzoApNn,12.99299504,77.64561133,1
hrkzRNxhWnmxFTOv,12.87941615,77.60749334,1
hrkzRNxhWnmxFTO,12.87973631,77.60688704,1
FYmrgVMLcjooNwiD,13.03062938,77.66600441,1
FYmrgVMLcjooNwi,13.03144013,77.66585304,1
ZSOzBMeXQXiQflC,12.95887947,77.58636664,0
bdEOfDIdcDxMLVi,12.92600007,77.56116594,0
cawddqtQyOfhVlxP,13.01505283,77.5803673,1
cawddqtQyOfhVlx,13.01432805,77.58096815,1
HmeidRXtHIKEzo,13.08254835,77.62354084,1
HMmeidRXtHIKEzo,13.08220818,77.62281075,1
XEEUEvrXAxhWFhE,13.05563877,77.469302,0
bYhGMNsnYgyfnqF,13.08521074,77.71896305,0
entTbBqNUAuRHEe,12.9488857,77.47156702,0
GGTFqJkMUBxvevv,13.04902629,77.69004011,0
wCTehQiuwoFbRhi,13.07265504,77.5132968,0
stVdksUHeFRuyvc,12.89578507,77.6739285,0
WHrjxKyCqjnwJCrU,12.8830598,77.51585406,1
WHrjxKyCqjnwJCr,12.88364346,77.51624577,1
QGPMyHutAmrThfI,12.87990716,77.65116143,0
iEECptUHKooSFVo,12.94491511,77.54022628,0
aYKkRFKqDzsMsPz,12.97991557,77.64149706,0
oFmTsadJmrUVOFE,12.96842327,77.58727074,0
jkuFabMnQhDyqVH,13.0519601,77.54764886,0
yZBgAfPtbqsZOg,13.08713646,77.63238601,1
HyZBgAfPtbqsZOg,13.08624364,77.63155028,1
fWmssbKbcArJXqe,13.09091427,77.56520809,0
HizwZpHESYcAYSu,12.89996897,77.57167498,0
ASrXOQZcuqzmsor,13.0596436,77.68297325,0
JAUGjYbtJBuHLQZ,12.99302532,77.51207887,0
JRGZEYcRMAnoxfk,12.91369727,77.62516883,0
VBMmlIMmaSjTiQB,13.06384897,77.47957283,0
GQjrzupeBZbVeEM,13.07017983,77.66068684,0
SozhJPJOWcTJSCm,12.94262691,77.61625134,0
sgNpLRifcyLIyzX,13.07986791,77.73208481,0
dlNjPMefMrbEgpw,12.8777127,77.54467168,0
zPNVoYstzhGDVDm,13.03743249,77.64592625,0
KZNSrDApTzfosHn,13.07139569,77.53895238,0
HMqlgnCwVuTLfaS,12.89419828,77.61364568,0
rZWZlcYKlppxjWB,13.05340877,77.73217462,0
RBpuwZVGnUlihiF,12.90590612,77.74138899,0
BkiyLjsnYiGpjfr,12.88927218,77.65052488,0
NfkcLbbJEHmWmIQ,12.98048836,77.54386975,0
fGJDRyqvCmBgRat,12.96439124,77.50414399,0
qLggnCaBdAbLJzW,12.9817308,77.50447973,0
CPmIuVoWInYDiaz,13.07153532,77.6852858,0
biJvbjrDIXBeXkz,12.94548462,77.63870659,0
rVoZcNIDHSbOTMOL,12.91026538,77.53019043,1
rVoZcNIDHSbOTMO,12.91113955,77.53087237,1
bbcZbdWYubDoZRl,12.949884,77.54424561,0
MaMdPayvoJuqLZjN,13.01597099,77.45567247,1
MaMdPayvoJuqLZj,13.01586809,77.45473304,1
pQqnVDeblClBDYZ,12.90833609,77.60479266,0
XXCuXgtwOseqrwu,12.91578917,77.71362042,0
xylUxaijryShWay,12.9155768,77.55026696,0
yfyFhCqyaNoOjYse,12.97625899,77.49613609,1
yfyFhCqyaNoOjYs,12.97588681,77.49640119,1
RlLlSWgMbzlmSDV,13.08431174,77.61034393,0
qaVVIvvoBEYQQPg,12.96048629,77.67928653,0
TNltGCTJOuGkSbu,12.93457889,77.66355041,0
EgKDCCcjbkkadhj,13.07067252,77.67725365,0
ZePvycwglqSARDf,12.95435896,77.70219081,0
oSXidBUojCecqpz,13.02009877,77.66325557,0
xQYMTLmgvjxDJp,12.8942871,77.45202468,1
xQYMTLmsgvjxDJp,12.89376157,77.45179788,1
HgDthKNiluWVZFe,13.0261502,77.64880879,0
jdQsSpXvUbzpagR,12.99387198,77.73134102,0
mgLkHimFeAetxIK,12.90721217,77.70513607,0
CJkMegAhQHKamD,12.98119784,77.6091507,1
CJkMegBAhQHKamD,12.98084524,77.61011349,1
WZmyXibqKwqhOX,13.0612114,77.73770822,1
WZmyXibqKLwqhOX,13.06200721,77.73783184,1
IusBkgienkyoOXg,12.99208072,77.6624436,0
slkRrttFdcvitpV,13.04614287,77.48095502,0
KrMIUNqlPFNOMMu,12.99217011,77.65651259,0
pzGmYcBAFHLIJgcP,12.92748402,77.45757573,1
pzGmYcBAFHLIJgc,12.92772089,77.45804358,1
WYgyeRcdOlkHMLh,12.89792153,77.65104845,0
tPzZoptBZtflBzx,13.03994889,77.67032155,0
ESTIuQnNBLszshJ,12.92527653,77.54502329,0
dhCFBbaRCzznXRy,12.9113822,77.65021857,0
zEsplIwzQSvxLTj,12.85607195,77.61761573,0
FiCjqcJmFsPCKnC,13.00587815,77.4478116,0
sBjvdorHMTJRXc,13.05525825,77.58755581,1
sBjvdorHMTJRXcF,13.05454609,77.58659365,1
yZOjAWHlYyBVwa,12.95112843,77.73591878,1
wyZOjAWHlYyBVwa,12.95014393,77.73545303,1
fbUArVTSWEfTKUk,12.90460669,77.67939519,0
ugvedrziKaQKtRf,13.08554457,77.54448497,0
zijDLbtFHHcENMX,12.93336337,77.63971499,0
UNQrUHEwYLlXroR,12.92409165,77.70526494,0
KVmdHEcaKRCHOBq,12.86228591,77.45322997,0
ezKAwEsHdNjMSiL,12.99687978,77.73193206,0
JKCjLXHQpfKTgVl,13.07689298,77.65905844,0
NexRTMIeogtqmsE,12.95023213,77.54478668,0
mKIRblQwjCJzxur,12.95972236,77.49899393,0
kTWdDBIKWokghlh,12.97692522,77.65738928,0
KzIZjRqExodOLUqO,12.92017326,77.56709438,1
KzIZjRqExodOLUq,12.92113878,77.56648967,1
BMahUqvVwTWUWKzh,12.86896396,77.53380898,1
BMahUqvVwTWUWKz,12.86832598,77.53339114,1
dyQvAsHeNyQJIJR,12.88848349,77.61605939,0
lpAqwlrkOFzBHld,13.02134993,77.44566215,0
dGVBJsmclXiGMEu,12.95921924,77.71314939,0
rKesaEKNotkyKGo,12.96947983,77.6068719,0
ernxdXIebhuJZFr,12.98543088,77.59465776,0
lMeplmGULpkDVfn,12.88229601,77.70621596,0
SEfDpNVzeelNaGK,13.02648401,77.68788649,0
JPCeojTmWeRYWhJ,12.89559872,77.61167804,0
QUJaXWiBBKkgTpjN,12.94690208,77.64026762,1
QUJaXWiBBKkgTpj,12.94639485,77.64072053,1
lODmPlofpVmRXKW,12.85481374,77.47815773,0
iVYRcPiwuQOxSDy,12.97530332,77.48660499,0
wlOcuPoCEBWqJTi,12.93467237,77.48739121,0
bFlEZeGoOpaaVZe,12.97918342,77.67876433,0
JioXnSjdvZSuNZw,13.06681312,77.55291876,0
NFhmlzMwOOmoKWr,12.90936408,77.62114482,0
fQHbBeEdgvAUGt,12.92466095,77.51170724,1
fQHbBeEdzgvAUGt,12.92403652,77.51186235,1
sKoUkFSJBvTOFF,12.98758376,77.631071,1
sKoUkFOSJBvTOFF,12.98709065,77.63059368,1
ajKHCmqUMnxTxuU,12.9206774,77.57295102,0
IGuDNqmWuwXkaiP,13.03770761,77.67180916,0
rDrHuXoJgokHyef,12.91884447,77.64907661,0
KaZaSkRcMFaUdac,12.94817592,77.66824462,0
AROOoMEgTBWOHqq,12.86553885,77.64854955,0
DjuzDBuSZrBlQIV,12.92429877,77.47695724,0
MPwTlnvCWBXHIMn,13.00704997,77.70817789,0
uWmKXzOjlhZXQs,13.07332603,77.71456973,1
uWmxKXzOjlhZXQs,13.07390279,77.7144182,1
aPrKPjajvEjHVpH,13.06239876,77.70113037,0
OQQDyNRgYkjdRCc,13.04799811,77.46895464,0
hCEGvxQtzoBRfJy,13.05974395,77.54237896,0
dFpaEQKAdbzORYo,13.03051972,77.62704204,0
OghMBdFyVOEMjWB,13.04328095,77.57728997,0
TiAKWvRnPfqXeiV,12.95771781,77.62460588,0
nUljQbfjAxYjVaS,13.01827587,77.45966238,0
dmbOKpzOvFyVBpf,13.02902019,77.66735901,0
azBwqEmUHRaXmlg,13.00578733,77.6602836,0
OIThcSUUBtROOgi,13.07647886,77.59599746,0
bhGfIwOYRxSqpFu,12.88474934,77.47175297,0
iIyTLUkLoUjJrkn,12.99589198,77.45648221,0
ZbUWKcgpOnXJNZG,13.0637821,77.6456827,0
qsiZwgSltWyVxCU,13.03302774,77.5562074,0
SEmdmtsfazRMxuY,12.95045856,77.73843037,0
wePsMmkAslPYDiF,13.02146852,77.50652432,0
ZvXtrOSTssZOGYc,12.99689868,77.62644772,0
bIKFFsktXsvtfZe,12.9605781,77.62918321,0
joniUYecYnLiIeF,12.95008689,77.56196548,0
OrBLtDQNqSAQgsj,13.09051761,77.68894181,0
IzWfsMRDjvIripJ,12.88642291,77.63655077,0
EboyxXpTZOpoDM,12.95335875,77.62182321,1
EbroyxXpTZOpoDM,12.95430136,77.6227202,1
ZVjRqQJIJsxiDgYa,13.06717451,77.65580568,1
ZVjRqQJIJsxiDgY,13.06767843,77.65543848,1
WEpgaFCJZcfYBVq,12.87152478,77.45698992,0
EreLNZVJnYcrQdpI,12.99469459,77.61453471,1
EreLNZVJnYcrQdp,12.99388722,77.61444692,1
RNLOoxcwlwWVBwrd,13.02875068,77.47956746,1
RNLOoxcwlwWVBwr,13.02805131,77.47880378,1
cvzaHIoqndOJaOs,12.91290908,77.6161609,0
AIpoAPIPnVOnqaU,13.02212689,77.72212304,0
dYMasHbvvrlHiPX,13.03723547,77.44647335,0
iQRztfUxbzOqDyCe,13.07385292,77.69545854,1
iQRztfUxbzOqDyC,13.074676,77.69581037,1
pnzypKRxYXFiPo,13.06030722,77.54634123,1
pnzyjpKRxYXFiPo,13.06073361,77.54726898,1
cyDySGPcmWctjEum,12.89303034,77.50830892,1
cyDySGPcmWctjEu,12.89289055,77.50776494,1
JVqCmoJHUMdRDNw,12.85698481,77.66552682,0
KSpOVunhjKgWgzk,12.92653136,77.60467646,0
WBbgStWyoUrrJyW,13.07980491,77.65141881,0
PCsNPaZbEZbYQSK,13.06685269,77.49188921,0
QgYmKidEQgeYnQl,12.98180871,77.51781782,0
WxAVaSjJqPCsQWB,13.00264372,77.70272661,0
jkHGHYibXbEEOdC,13.0279521,77.47235982,0
vrwClAFlvHlDRAC,12.94523831,77.45767798,0
EtehKCYKecwZIAg,13.06307964,77.5739738,0
rPSFZJOJQcNSbWI,12.96699925,77.65064837,0
rsPpNzmUnBfAQyv,12.88747822,77.507431,0
pvfeEiKeUVMsvUy,13.09166701,77.45333645,0
yMMkCFYYnfPYlwA,12.94270651,77.64829146,0
YOgIfNOQRoBWUuk,12.93006847,77.53688331,0
nwZqsGvFZLHzUyI,13.06206622,77.67292416,0
qfZXNlVywsNzYUy,12.86949705,77.70062403,0
FXLwjTTJthJeNnhZ,13.06737631,77.71947658,1
FXLwjTTJthJeNnh,13.0681963,77.7185595,1
iOcgwiygwmcVAFb,12.88579104,77.57038508,0
UiQISjeckABfYnV,12.96652665,77.45183248,0
DfpEgvyWgxcxoYK,12.89115576,77.46815199,0
upzYzOEtWzMZecW,13.04813656,77.4988448,0
uoTvYStDGzvdYUD,12.85926289,77.67916593,0
ukaJVXDnUrGJfCA,13.0034057,77.6211411,0
YvqLKpKrigHjDKq,13.02000328,77.60916692,0
pEYUfGOqqHvxBfs,12.92814531,77.49018989,0
OccUKfpVtalbUfS,13.06900832,77.70436089,0
ukQyRgxhZoWdSvk,12.90097376,77.64878648,0
cBVimhYaKofrBpd,12.85836577,77.74032555,0
rAEldoCNXAUerJy,12.94475411,77.6898386,0
QWfoYYYeAzcHpWo,13.03707689,77.59266196,0
rFKvuZlySxEDHMTU,12.99600346,77.67367691,1
rFKvuZlySxEDHMT,12.99657713,77.67401741,1
GpxiPwRPYDbOMKQ,12.91900386,77.57962687,0
rEoobMxDZSNIAtb,13.06870541,77.67077522,0
DFAXlUxvCbKDIG,13.01717432,77.69427428,1
DFAXlUxvCboKDIG,13.01690249,77.69362059,1
SDSAMNjopIkHmAU,12.89005566,77.51166297,0
zYJKEjRbhmmqgMV,12.96169319,77.49660596,0
jBubjmrjXNkUlHP,12.92560112,77.52912788,0
vslHJTaRoVDTObJ,12.88820475,77.52628533,0
nOrHfcyrOnwjtDu,12.87000165,77.74041418,0
MmtOZMxNYbKdaib,12.94998929,77.66586743,0
jOhdhYCYkixZzYb,12.91004863,77.45815014,0
KEhlYHwWAZWToQa,13.05886531,77.47415382,0
TrGquzsIufZcvPe,13.03373036,77.56780312,0
eIZyxephZCDhkCz,12.88682257,77.47827693,0
mBBjjMtEXJVKVmN,13.05256478,77.5052147,0
vktwfkewUsUnbnYE,12.94507282,77.45581502,1
vktwfkewUsUnbnY,12.94416037,77.45632413,1
LrJaefZhWUYUkZl,12.87917036,77.50440503,0
jlCiGcNrmVTzmVG,13.03297292,77.59220812,0
gZwwdRAiLgGjls,13.03016002,77.63727035,1
gZwwdRAiLgGIjls,13.03024275,77.63780833,1
FlGZyVxARCtkSvj,13.0575444,77.58700866,0
mhPCNfxAdRPlApo,12.8764091,77.61345356,0
EIqhicWQRoKHDHO,13.03223006,77.67980523,0
kUEgdTTjvYeWUc,13.05558264,77.50539769,1
kUEgdTTjvYeWEUc,13.0562361,77.50571311,1
iZTjDIzKJBaFZEP,12.95594587,77.45782641,0
aJHSeWcNxREvyMj,12.92068918,77.47939595,0
hCjKyACKsTDzZmT,12.89523942,77.49867619,0
UmkLhudlSpyOAXS,13.03890999,77.63935488,0
GZKqcmlNEhjVevk,13.03048589,77.53318656,0
mKullfVAzlfcACl,13.05243697,77.60854145,0
EqsjbJgXfIodWDu,12.96311898,77.66463009,0
uCLlxfFDRUWfhTV,13.04873299,77.50952574,0
HJTdGhundxbBIzJ,13.05704741,77.62419983,0
MpYPDLXefWjRgNg,13.06912288,77.61690646,0
XQmRpOYxRPVLfGT,12.97356384,77.74283967,0
vCKouYquNHMnfqH,13.04795707,77.46885796,0
wrUrhRyPTSqYDXf,12.89588173,77.62984541,0
zQLUReczqMeFPgh,13.0376772,77.47018058,0
MBZsjzbDCyfDdl,12.86983457,77.68382109,1
MBZsjzbDCyfDudl,12.8695628,77.68456396,1
gTGqiLsAdIJURXf,12.85265597,77.73979629,0
MLamDcEcnmmznQVo,13.00614445,77.53185571,1
MLamDcEcnmmznQV,13.00581124,77.5310275,1
hHdVJCBGkkOaQqz,12.96799741,77.73540478,0
JzjUhSIdtutEOAH,12.88729114,77.66428581,0
YUYkJqGzpKDQGFm,12.85611847,77.71045759,0
FcEawbpurFLTwFH,12.97243,77.71305455,0
XaYebERDPYhSoKF,12.86691871,77.5620291,0
IdJOrEeyqmHkoGR,13.05509538,77.45584869,0
UqTpRGqjSWCKbIj,12.90970929,77.54178805,0
YahiEJxVKVcBmJh,12.85391029,77.45006146,0
THsHFhsOSApDlvX,13.0834935,77.65180342,0
NfXAIkSLNtkgzVt,12.94340205,77.71339195,0
LCYxOuZwoYgSRvD,13.05579869,77.56308071,0
zzAZHiXWZgqrZshj,13.02769007,77.6230289,1
zzAZHiXWZgqrZsh,13.02764088,77.62253156,1
cfxpBFWzcYIKVNe,12.86198867,77.4845705,0
YDpsurqPFDgPCid,12.92308869,77.60588952,0
duIZaJuaalOEqRY,12.90997052,77.6889635,0
AsDsQPJrXDfWWVt,12.8835441,77.64459517,0
KexEyzHhVNhyQfn,12.95848484,77.71848997,0
YpCbyratgtVHaQF,12.96933545,77.57135269,0
WzWxowilvbqYZNB,12.90559667,77.67738772,0
ZjIDWnyluBOhBDS,12.95408979,77.69906971,0
XveUtzermbPSFMy,13.07192475,77.66905597,0
jgbteeAmwxztfcm,13.05454356,77.58382698,0
GTEzXpGAfaoICeR,12.89798703,77.56543106,0
GBIvjnnKxpheFNS,12.99082273,77.45607663,0
CXziyjnDtNIsjD,12.99277939,77.45409376,1
CXziyjnyDtNIsjD,12.99204654,77.45419765,1
rpvqBHvhCYaeTNv,12.92851114,77.60944351,0
DSLzJgLpnLvCxgK,13.05367758,77.56648806,0
vOomTaIvjZqnHqj,12.97924203,77.57820819,0
fHhGIqotFnOUWfh,13.01696993,77.73273871,0
BPCvLOIYgtFwEt,13.07422311,77.53273819,1
BPCvLOoIYgtFwEt,13.07324746,77.53355807,1
GEkhcoKBVhjrmAc,13.05735547,77.66822109,0
zfMfHsGBVnlxYFM,12.92575046,77.45990236,0
npkwuxrxGSTrFyf,12.89417694,77.69991199,0
mmnQArVArUdyYSy,13.03802969,77.66738302,0
rYrtwYZJAUHqQRq,12.87032154,77.5170763,0
sVYjwGHJoBCmdv,12.85328871,77.61945106,1
sVYjLwGHJoBCmdv,12.85276915,77.61893318,1
vyqtXEQdEaxAPIC,13.05311831,77.62152251,0
qbhTRVyEAoPcFkt,12.9413717,77.45957582,0
YQgrPGgIpamFBB,13.03190921,77.59838896,1
YQgrPGgIpamFBCB,13.03195761,77.59820625,1
ROOEPRfqNyqqoxp,13.08053667,77.59708461,0
xMfoTXlCSYAMNtIG,12.86247125,77.44996536,1
xMfoTXlCSYAMNtI,12.8622228,77.44897146,1
kEIgiWpxryNcYoc,12.91366505,77.71600837,0
mMNzLUBesILtwhZ,13.05205235,77.46260075,0
iyxMGoZbeJNwkY,13.00416221,77.72840601,1
iyxOMGoZbeJNwkY,13.00500945,77.72759244,1
kotXhZbQHqCyqkt,12.96107922,77.73703203,0
iJOlDFwzJZwRrvi,13.06201585,77.72857031,0
hRyPeEAjGbgCWUk,12.90995168,77.54683428,0
waNnDxFTjGqlPFn,12.91197115,77.67897467,0
MZlxWTCeFzrKpHI,12.99030853,77.53145182,0
uydvDHgmuIXcPo,12.94376064,77.51680585,1
uydvADHgmuIXcPo,12.94444739,77.51739037,1
vluhvBNKWuDIFBg,12.89094378,77.47617399,0
XSguXUWgaBaoqEN,12.9141604,77.71535658,0
jpcnafMdDVEwEmYk,12.86309194,77.54218821,1
jpcnafMdDVEwEmY,12.86214709,77.5426704,1
DycwDgOtvOtQXw,12.94636492,77.73841121,1
DycwDgOtvOtQXwM,12.94549786,77.73817085,1
oIJiJDqmYnIPqha,13.07682312,77.58341714,0
ZmKlsuIjLasqBb,12.91780724,77.60221137,1
ZmKlsuIjjLasqBb,12.91721735,77.60291373,1
QiThPbaLXKuiuJw,12.94356803,77.67527717,0
eByQslQONUFpuLsd,13.03463122,77.56198617,1
eByQslQONUFpuLs,13.03464038,77.5629269,1
DJknaqZozJxNSYK,12.97552969,77.59169325,0
sqiHmVZqxlpuBDW,13.02401641,77.45130037,0
WTGQmplvWMfGGaDe,12.96394406,77.63282663,1
WTGQmplvWMfGGaD,12.96489437,77.63223709,1
uCidzSIiHHjghey,12.92929807,77.58267091,0
qVdtACmMDrncYuj,13.00426148,77.60871474,0
neVnUJbEOrioDSN,13.04950474,77.72613569,0
NcnlQWCsgwrsjPO,12.95280855,77.4548595,0
wkfNCCbrKsjmnDx,13.06419773,77.7343355,0
dVcbptFJKPqjuEs,12.88827817,77.51467842,0
kgyhvudoqPYkykMy,12.92589602,77.56365687,1
kgyhvudoqPYkykM,12.92517635,77.56285041,1
PArBrSplCOZaslVy,13.00620342,77.68444484,1
PArBrSplCOZaslV,13.00679024,77.68517895,1
uRfvHSIdTdoKsO,13.03836815,77.51195976,1
uRfvHSIdTdoKtsO,13.03789126,77.51293601,1
RKMKOdLvSyKJxXF,13.04659169,77.60370984,0
ALsbxaLroSpohVX,12.88302822,77.53127301,0
XYUBrqyXKXXIVim,12.92202313,77.56122323,0
zyROgKTNQZxxyJO,12.86529852,77.53298624,0
RJwOurMvKiUfmzc,12.98982031,77.71917909,0
cLwmefXTDjgMWkD,12.88846143,77.55658061,0
TUsHNXHCxwlZXJj,12.91721443,77.63727083,0
CvasHarxUeekLLUF,12.85612459,77.49248109,1
CvasHarxUeekLLU,12.85606554,77.49262795,1
CtGMWSkNdpOPJsF,13.00417463,77.53232793,0
EvXXvhlykbAFNeP,12.97180504,77.61072765,0
QHIvcnQGEJSbToq,13.03339657,77.46144084,0
hHpIPyBlUdJvHFg,12.97711236,77.71242781,0
XGDrDAxhpVrVCTq,12.86547914,77.71674376,0
yjxMaJzGsFPVhPJ,12.89081247,77.50422538,0
LMgUOuvOSCnsTtg,13.00819097,77.46711932,0
KctXuXGgxnJznCp,12.98712593,77.61360322,0
xHVtOAaesljTTVL,13.09033336,77.47501212,0
pGCdkDnxYREKucy,12.95133479,77.68638799,0
QilLDONOSpYGxo,12.88596672,77.5733811,1
QilLDwONOSpYGxo,12.88520262,77.57407494,1
YANXcgoFdpzIrnJ,12.93948448,77.46918113,0
teeYyeuZUkKiFZg,13.09386406,77.59721248,0
aomHwhEhRjLOTzO,13.00595812,77.60731677,0
carhEPHaAXipmKE,12.90977358,77.53437115,0
nZkMfxxbKFgzscr,13.08808371,77.4885215,0
IPkZYHdIDPqSTJG,13.07023237,77.70820858,0
pKpfZQVDIRyehFC,13.04573802,77.46938415,0
LrMjANdJtsqcagq,13.09521327,77.64274987,0
gXYkwyzcHXXRpqU,12.90736949,77.57612171,0
IYWLuHlAGNsriaf,13.00390566,77.71989839,0
AEVEBEadezQuNQK,12.94902226,77.53426473,0
qnGBdpGskKYIII,13.09238662,77.56675017,1
mqnGBdpGskKYIII,13.09155877,77.56752254,1
kFXpdipzxuvNurv,12.99959833,77.72205309,0
NwtReLPdHdBruzh,12.88230473,77.48082683,0
AXJigmxoDTwLiRN,12.97598798,77.63674264,0
OiWIOeWmTIsAHiX,12.90482164,77.67540357,0
kNkbXzwUEWfcYJs,12.97411655,77.49651648,0
MiLkCmXFpMKGIZb,13.03096722,77.55437097,0
djVufxupfDyWDlC,13.02221244,77.64289335,0
QYvRKaZXdjRZRCj,12.97220058,77.58366809,0
lmOkamFyhQcYaub,12.86219313,77.50504664,0
OKdBfMPZcWFdpJM,12.92447999,77.46129968,0
CqDevRevsqnVLRm,12.93902666,77.51462662,0
kttBWTRqgEdWjSU,12.90956372,77.54348278,0
otvBIImHGnSaNTV,12.89093909,77.50536765,0
GMNkWgnFZTemcjh,13.07583408,77.45554503,0
fexVVpRJFqtljey,12.86246074,77.47145316,0
DBluGvzpRKGANa,12.88974264,77.52607173,1
DBluGvzpRKGAANa,12.88954962,77.52674985,1
njkDvOOkFVEDPf,12.89405468,77.47645123,1
njkDcvOOkFVEDPf,12.89308076,77.47667137,1
CuzrFvKRcHYgCUe,12.9676702,77.44773314,0
TkTOIUmZvrJqXtC,13.01707168,77.70530215,0
ocvbBGNqhXMboLo,12.94752014,77.68572277,0
cmTgLlwpoGaWOM,13.080302,77.62004624,1
cmTgLlwpoGaWOMu,13.08085146,77.62019301,1
keiEJSqEtgAoXXl,13.05624215,77.51557785,0
LxNisbMVOIrBuSI,13.09384088,77.486774,0
jnrsXoLXguPQwMiX,12.86789845,77.49957473,1
jnrsXoLXguPQwMi,12.86797145,77.50041179,1
IszXzHyegIxMbRU,12.85520191,77.58563466,0
pcThJPcZijmDqeR,13.04149808,77.5637014,0
MDOtYEcGKStAwFA,12.90766494,77.48229801,0
TyUJZKPcuKFdjVz,12.87106052,77.53600225,0
vyVpNrtpPejkiw,12.85961337,77.69726438,1
vyVpNrtpPejkCiw,12.86046889,77.69751239,1
LaDTLSQaMyNhtRz,12.85636696,77.52551382,0
CyvakKdHiquOdci,13.08905262,77.47228421,0
ocGteFYViWDPxTl,13.02294712,77.72163763,0
feCArDaQgOQhWAcW,13.08786544,77.63312466,1
feCArDaQgOQhWAc,13.08726882,77.63393655,1
qijrrEnZsHtitW,13.04156687,77.66845587,1
qijrrEnZsHtiftW,13.0422764,77.66860791,1
XtHjfjqJPIrPiMdL,13.02426153,77.52509437,1
XtHjfjqJPIrPiMd,13.02386727,77.52453572,1
TwSZNJTwEaDUrwt,13.00534972,77.4821347,0
BwLeqGBstSgyBfV,12.99132717,77.57644087,0
jULWmZJGrVoFsYK,12.97311414,77.50501673,0
WJIlpVNJXNzhETAK,12.985971,77.57964723,1
WJIlpVNJXNzhETA,12.98567263,77.58040684,1
MGcZSGQKaNAlViV,12.91441911,77.66734482,0
uJtwZmfcTWIJhNxR,12.94094085,77.5165473,1
uJtwZmfcTWIJhNx,12.94132976,77.51555089,1
wfgVQTxgnPDqAuo,12.91853043,77.49502197,0
uubBQlvOuJnNCCa,12.93526596,77.63471922,0
rrZTyYXZUCngJa,13.07176878,77.58714564,1
rrZSTyYXZUCngJa,13.07240097,77.5865104,1
psaMxKyAaEbYXho,13.08136577,77.63993191,0
xvrsryvImrWAzcO,13.06626186,77.64138488,0
iGYoOmmvEoSjMnY,12.86895927,77.70794848,0
VFXpIAoPuKRtchh,12.99390334,77.48471351,0
CSWKNaAtkounsNZ,12.88026346,77.49658884,0
zpwQYvVpAzxQrkB,12.94429828,77.72704362,0
QEWfIaWsBvQLNNe,12.88225782,77.44712938,0
FvRnbdSjDRAHEnNV,13.01039998,77.70705623,1
FvRnbdSjDRAHEnN,13.0097669,77.70712812,1
pHKdxHWFmhceHfm,13.0890565,77.56536658,0
UWYEuxhUtAeiyuL,12.95117126,77.49778693,0
MTfiDElkELICgre,12.97871084,77.66281269,0
ogjGyDgKvBQIaH,12.9244311,77.65946943,1
ogjGIyDgKvBQIaH,12.92348148,77.66029698,1
vTfnQfBIyRWikDu,13.04098365,77.5870709,0
wrtgPgsXkJsDQyH,12.91994187,77.59261508,0
NBmqLtJLRYZPxZ,13.04629994,77.65465083,1
NBmqLtJLRYPZPxZ,13.04723158,77.65383786,1
JJNshwIJHALCRpFm,13.0655591,77.51868389,1
JJNshwIJHALCRpF,13.06489222,77.5179809,1
XNBcXXwJAbOjtRY,13.09387765,77.69011414,0
wNGsAFHLMNaNfnl,13.08911394,77.72839057,0
FBfBwaafkuffiCs,12.97512515,77.49514973,0
iYCBGsYtOKMfjDj,12.95941901,77.45354309,0
IZdfrhErNWpSft,13.07830537,77.70380309,1
IZdfrhErNNWpSft,13.07848184,77.70473191,1
FKUofQGBwwXOOyo,13.00368324,77.53928516,0
tlxHScmYJqmuCjk,13.00742212,77.58157621,0
zQFScCzjsxoMNOZ,12.95836465,77.60645604,0
fZrMOBkiAwlssX,13.09044276,77.68110456,1
fTZrMOBkiAwlssX,13.08986088,77.68092081,1
RtljuOihHTJtMSux,12.88155109,77.74011787,1
RtljuOihHTJtMSu,12.88178983,77.73934354,1
fYDVNKtzexxVKF,12.92620894,77.56263335,1
